Term,MeanAbsSHAP,MeanSignedSHAP
%=CQC RequiresImprovement,10.474952742369224,10.474952742369224
House=Price Growth %,5.155508176028359,5.155508176028359
%=CQC Good,3.656678955695954,3.656678955695954
Percent=65plus,0.5155580735257727,0.5155580735257727
Total=Population,0.2955996725307246,0.2955996725307246
%=CQC Outstanding,0.1270968237605896,0.1270968237605896
%=CQC Inadequate,0.06437816492593838,0.06437816492593838
Care=Homes per 10k,0.023233039425490622,0.023233039425490622
GDHI=per head 2022,0.014410957996572415,-0.014410957996572415
%=CQC NotRated,0.0,0.0
