Term,MeanAbsSHAP,MeanSignedSHAP
House=Price Growth %,3.474409390925063,-3.474409390925063
%=CQC RequiresImprovement,3.462136922495772,-3.462136922495772
Percent=65plus,0.25256028383189083,0.25256028383189083
GDHI=per head 2022,0.19373747456627896,-0.19373747456627896
%=CQC Good,0.17291908946718235,0.17291908946718235
%=CQC Inadequate,0.09951752827108944,0.09951752827108944
%=CQC Outstanding,0.09381378697741699,-0.09381378697741699
Total=Population,0.039204223841818674,-0.039204223841818674
Care=Homes per 10k,0.010999587501678735,0.010999587501678735
%=CQC NotRated,0.0,0.0
