Term,MeanAbsSHAP,MeanSignedSHAP
%=CQC RequiresImprovement,7.316644199788933,7.316644199788933
House=Price Growth %,5.994228061006201,5.994228061006201
%=CQC Good,1.5921453734276774,1.5921453734276774
%=CQC Inadequate,0.29632446034981735,-0.29632446034981735
Percent=65plus,0.24722600181347487,0.24722600181347487
Care=Homes per 10k,0.07853786296318085,0.07853786296318085
GDHI=per head 2022,0.07729199429468214,-0.07729199429468214
%=CQC Outstanding,0.04902111976223076,-0.04902111976223076
Total=Population,0.03844923432721976,-0.03844923432721976
%=CQC NotRated,0.0,0.0
