Term,MeanAbsSHAP,MeanSignedSHAP
%=CQC RequiresImprovement,25.919634171952765,25.919634171952765
%=CQC Good,13.426646219877073,13.426646219877073
House=Price Growth %,4.136890643569278,4.136890643569278
Total=Population,3.2297926544620683,3.2297926544620683
Percent=65plus,0.5829708322303231,0.5829708322303231
GDHI=per head 2022,0.4253516856189245,0.4253516856189245
Care=Homes per 10k,0.3055173301763576,0.3055173301763576
%=CQC Outstanding,0.21117289454430407,0.21117289454430407
%=CQC Inadequate,0.17378174216570533,-0.17378174216570533
%=CQC NotRated,0.0,0.0
