Term,MeanAbsSHAP,MeanSignedSHAP
%=CQC RequiresImprovement,3.278600540580162,-3.278600540580162
House=Price Growth %,1.0205099651536669,-1.0205099651536669
Percent=65plus,0.8542001042935895,0.8542001042935895
%=CQC Good,0.8314686274832063,-0.8314686274832063
%=CQC Inadequate,0.2554791510736071,-0.2554791510736071
%=CQC Outstanding,0.1436191531428549,0.1436191531428549
GDHI=per head 2022,0.14324894188855944,-0.14324894188855944
Total=Population,0.10311752606511881,0.10311752606511881
Care=Homes per 10k,0.0355651329431294,0.0355651329431294
%=CQC NotRated,0.0,0.0
