Term,MeanAbsSHAP,MeanSignedSHAP
%=CQC RequiresImprovement,7.8546829736136425,-7.8546829736136425
House=Price Growth %,3.2947714240286547,3.2947714240286547
%=CQC Good,1.3755011487300555,-1.3755011487300555
Percent=65plus,0.9210303621635749,0.9210303621635749
%=CQC Inadequate,0.21274314436204883,-0.21274314436204883
Total=Population,0.16538720024617307,0.16538720024617307
GDHI=per head 2022,0.12255306951502717,0.12255306951502717
%=CQC Outstanding,0.048087786173734035,0.048087786173734035
Care=Homes per 10k,0.043392114844095386,0.043392114844095386
%=CQC NotRated,0.0,0.0
