Term,MeanAbsSHAP,MeanSignedSHAP
%=CQC RequiresImprovement,4.39841386439645,4.39841386439645
House=Price Growth %,1.5515434388836773,-1.5515434388836773
Percent=65plus,1.0595037498540285,1.0595037498540285
%=CQC Good,0.7851904252607388,-0.7851904252607388
Care=Homes per 10k,0.3410141723409786,0.3410141723409786
%=CQC Inadequate,0.15543872992263955,-0.15543872992263955
%=CQC Outstanding,0.0944045689516252,0.0944045689516252
GDHI=per head 2022,0.06311146117546636,-0.06311146117546636
Total=Population,0.02004238996493999,0.02004238996493999
%=CQC NotRated,0.0,0.0
