Term,MeanAbsSHAP,MeanSignedSHAP
%=CQC RequiresImprovement,4.853435552759981,4.853435552759981
House=Price Growth %,1.6758521585785504,-1.6758521585785504
%=CQC Inadequate,0.8999045134512196,0.8999045134512196
%=CQC Good,0.5957909935899833,0.5957909935899833
%=CQC Outstanding,0.3022287485167626,0.3022287485167626
Percent=65plus,0.2966394681219525,0.2966394681219525
GDHI=per head 2022,0.2263185508829074,0.2263185508829074
Total=Population,0.049800390329513305,-0.049800390329513305
Care=Homes per 10k,0.034429411850725844,0.034429411850725844
%=CQC NotRated,0.0,0.0
