Term,MeanAbsSHAP,MeanSignedSHAP
%=CQC RequiresImprovement,10.270188751904502,10.270188751904502
House=Price Growth %,3.331734896383624,3.331734896383624
%=CQC Good,1.6365288310635446,1.6365288310635446
%=CQC Outstanding,0.30799119490446797,0.30799119490446797
%=CQC Inadequate,0.2216151862241457,-0.2216151862241457
Care=Homes per 10k,0.14810497882242707,-0.14810497882242707
Total=Population,0.036701228923865716,0.036701228923865716
Percent=65plus,0.03468935767565053,0.03468935767565053
GDHI=per head 2022,0.021180594456491893,0.021180594456491893
%=CQC NotRated,0.0,0.0
