LAD_name,Investment_Potential_Score,Top1_Feature,Top1_Dir,Top1_SignedSHAP,Top2_Feature,Top2_Dir,Top2_SignedSHAP,Top3_Feature,Top3_Dir,Top3_SignedSHAP
North Northamptonshire,2.473580347234324,House=Price Growth %,↓,-5.976580829298336,%=CQC RequiresImprovement,↓,-1.961214810068935,Total=Population,↓,-0.3335936127144423
North Somerset,16.10528161337296,House=Price Growth %,↑,3.3945322136271163,%=CQC RequiresImprovement,↓,-2.510589636947163,%=CQC Good,↓,-0.9142961526870554
North Tyneside,13.060128980489717,%=CQC RequiresImprovement,↓,-2.3470943085446416,%=CQC Inadequate,↑,0.5953717463880285,Percent=65plus,↑,0.5554076191489916
North Warwickshire,10.710328750178729,%=CQC RequiresImprovement,↑,2.9616109266053465,House=Price Growth %,↓,-1.4991407700931565,%=CQC Good,↓,-1.413918274627107
North West Leicestershire,13.92329588247006,%=CQC RequiresImprovement,↑,10.270188751904502,House=Price Growth %,↑,3.331734896383624,%=CQC Good,↑,1.6365288310635446
Northumberland,13.665303256807336,%=CQC RequiresImprovement,↓,-1.7645129190983568,Percent=65plus,↑,1.0055653013276302,%=CQC Good,↓,-0.2842027451123675
Norwich,9.099050204400488,%=CQC RequiresImprovement,↑,8.437430517960953,House=Price Growth %,↓,-3.687079221214903,%=CQC Good,↑,3.0329177826436067
Nuneaton And Bedworth,,%=CQC RequiresImprovement,↑,3.356939769671978,%=CQC Good,↓,-1.3310719923702243,House=Price Growth %,↓,-0.8381324334827552
Oadby And Wigston,,%=CQC RequiresImprovement,↓,-4.314458949059276,%=CQC Good,↓,-0.8668621137519071,%=CQC Inadequate,↓,-0.2827324514058159
Oldham,17.131773537706444,House=Price Growth %,↑,5.254343607511743,%=CQC Good,↓,-1.0557133023478862,%=CQC RequiresImprovement,↓,-0.5568757402374704
Oxford,3.682980003821849,%=CQC RequiresImprovement,↓,-5.088904389568497,House=Price Growth %,↓,-4.899222536609818,Percent=65plus,↓,-1.824649859176758
Pendle,13.218372017346288,House=Price Growth %,↑,4.104993650867173,%=CQC RequiresImprovement,↑,3.151708761519294,%=CQC Good,↓,-1.56285941283799
Portsmouth,9.75850388803695,%=CQC RequiresImprovement,↑,4.321998651839177,House=Price Growth %,↓,-4.238896020632823,%=CQC Good,↓,-1.1318096087617109
Preston,10.260544007474898,%=CQC RequiresImprovement,↑,3.1242933664810386,House=Price Growth %,↓,-1.4504014118221138,%=CQC Good,↓,-1.1446093476826502
Reading,12.07484126460741,%=CQC RequiresImprovement,↑,4.861957904635009,House=Price Growth %,↑,2.924232485483136,Percent=65plus,↓,-1.3321904406809135
Redbridge,11.6338923537107,%=CQC RequiresImprovement,↓,-5.391027541550686,House=Price Growth %,↑,3.737858882262803,%=CQC Good,↓,-1.3851809502719277
Redcar And Cleveland,,%=CQC RequiresImprovement,↓,-5.450962213092396,House=Price Growth %,↑,3.4364431199878247,%=CQC Good,↓,-1.3506913720003892
Redditch,17.703153298408015,House=Price Growth %,↑,6.946109311562839,%=CQC RequiresImprovement,↓,-6.30675479742539,%=CQC Good,↓,-0.9830459508013552
Reigate And Banstead,,House=Price Growth %,↓,-4.198627407169223,%=CQC RequiresImprovement,↑,3.767776551550662,%=CQC Good,↓,-0.8185330897233994
Ribble Valley,17.090359551970575,House=Price Growth %,↑,4.674239159880657,%=CQC RequiresImprovement,↓,-2.728694839533832,%=CQC Good,↓,-1.2399091159814988
Richmond Upon Thames,,%=CQC RequiresImprovement,↓,-7.472863366804303,%=CQC Good,↓,-1.7391170598515264,House=Price Growth %,↑,0.8574591232676677
Rochdale,18.089117625270223,%=CQC RequiresImprovement,↑,8.712251720397047,House=Price Growth %,↑,5.55283270183176,%=CQC Good,↑,1.3014955106767887
Rochford,9.451935642668198,%=CQC RequiresImprovement,↑,8.230122917096281,House=Price Growth %,↓,-3.517375577944357,%=CQC Good,↑,1.841356031494815
Rossendale,18.613122151572437,House=Price Growth %,↑,6.0490326554536615,%=CQC RequiresImprovement,↑,4.598869716669896,%=CQC Good,↓,-0.828581399394511
Rother,20.13365436765688,%=CQC RequiresImprovement,↓,-5.976141976880203,House=Price Growth %,↑,5.354535204024539,%=CQC Good,↓,-1.393277753099703
Rotherham,17.01940807645294,House=Price Growth %,↑,3.7308879435269775,%=CQC RequiresImprovement,↑,2.6539605959579253,%=CQC Good,↓,-0.8137673143935417
Rugby,14.539070811719904,House=Price Growth %,↑,3.6905248116569056,%=CQC Good,↓,-0.9336602012314456,%=CQC Inadequate,↓,-0.1660184889887097
Runnymede,4.553092166980636,House=Price Growth %,↓,-5.7417621986023,%=CQC RequiresImprovement,↓,-3.567145122180647,%=CQC Good,↓,-1.1545759058666296
Rushcliffe,13.017668888935184,%=CQC RequiresImprovement,↓,-4.3988317506962575,Percent=65plus,↑,0.677139063403951,House=Price Growth %,↓,-0.6359059815494592
Rushmoor,11.137370664593238,%=CQC RequiresImprovement,↓,-6.300109102901574,House=Price Growth %,↑,2.265644095232761,Percent=65plus,↓,-0.7974058861335876
Rutland,19.89384914555214,%=CQC RequiresImprovement,↑,4.728119496921377,House=Price Growth %,↑,4.309760385379934,%=CQC Good,↓,-0.77698670902823
Salford,9.985287953274964,%=CQC RequiresImprovement,↑,2.7300427997299,House=Price Growth %,↑,2.0288218885560525,%=CQC Good,↓,-1.4973739944360431
Sandwell,13.256901765758096,%=CQC RequiresImprovement,↑,5.827567990524053,House=Price Growth %,↑,3.450660542619248,%=CQC Good,↓,-0.7423985573522328
Sefton,13.41375281472146,House=Price Growth %,↓,-0.6964358474435829,Percent=65plus,↑,0.6301103485150341,%=CQC Good,↓,-0.562624352218051
Sevenoaks,14.277007039666769,%=CQC RequiresImprovement,↓,-2.794487959561488,Percent=65plus,↑,0.6929688064735632,%=CQC Outstanding,↓,-0.4399824660111431
Sheffield,17.392051287171604,House=Price Growth %,↑,6.4008866913900055,%=CQC RequiresImprovement,↓,-3.006614561375532,%=CQC Good,↓,-0.8022228859600525
Shropshire,17.128114605394693,%=CQC RequiresImprovement,↑,4.224632778558726,House=Price Growth %,↑,2.996817712932668,Percent=65plus,↑,0.7082762411741714
Slough,5.184472965308392,%=CQC RequiresImprovement,↑,8.81335920418441,House=Price Growth %,↓,-3.678162638994297,%=CQC Good,↑,1.9179591278022212
Solihull,11.6774775795621,%=CQC RequiresImprovement,↓,-5.726004608595741,%=CQC Good,↓,-1.6242455694877718,House=Price Growth %,↓,-0.8364767249702219
South Cambridgeshire,13.165354348803518,%=CQC RequiresImprovement,↓,-8.224436466401977,%=CQC Good,↓,-1.3198773703255062,%=CQC Outstanding,↓,-0.6310723526246038
South Derbyshire,14.713557870982168,%=CQC RequiresImprovement,↓,-4.988410778704892,House=Price Growth %,↑,3.9905619630548874,%=CQC Good,↓,-1.036938058521535
South Gloucestershire,11.493452547200754,%=CQC RequiresImprovement,↓,-5.005509459403943,House=Price Growth %,↓,-1.2164894573548384,%=CQC Outstanding,↓,-0.491756244889395
South Hams,17.754446530317225,%=CQC RequiresImprovement,↑,6.983978575738019,House=Price Growth %,↑,3.244586573891827,Percent=65plus,↑,0.7907882105019128
South Holland,16.441709383965936,%=CQC RequiresImprovement,↑,6.848340903900251,House=Price Growth %,↑,3.155602384762037,Percent=65plus,↑,0.5750801848615008
South Kesteven,12.621989782099051,%=CQC RequiresImprovement,↓,-4.423056170021795,House=Price Growth %,↓,-0.9144545098578002,Percent=65plus,↑,0.8275804598422627
South Norfolk,15.88260740248355,House=Price Growth %,↑,4.39597905709888,%=CQC RequiresImprovement,↓,-2.526250560422648,Percent=65plus,↑,0.6932798560167626
South Oxfordshire,9.228938423729048,%=CQC RequiresImprovement,↓,-5.363055334165039,House=Price Growth %,↓,-2.436390193784542,Percent=65plus,↑,0.619137471761349
South Ribble,11.801055370996744,%=CQC RequiresImprovement,↓,-6.386066454892982,%=CQC Good,↓,-1.6113413077558794,House=Price Growth %,↓,-0.6606319523278451
South Staffordshire,13.851966539872432,%=CQC RequiresImprovement,↓,-7.877936036306429,%=CQC Good,↓,-1.8862161242078024,Percent=65plus,↑,0.9999594194294288
South Tyneside,1.0105829362867396,House=Price Growth %,↓,-10.907562902869149,%=CQC RequiresImprovement,↓,-6.350417820091472,%=CQC Good,↓,-1.155007723124911
Southampton,9.994376988085556,%=CQC RequiresImprovement,↓,-1.5241075304227367,Percent=65plus,↓,-0.9966520893488824,House=Price Growth %,↓,-0.6904781568234172
Southend On Sea,,%=CQC RequiresImprovement,↓,-2.3637219569878742,House=Price Growth %,↑,1.9681860222302028,%=CQC Good,↓,-0.7287575069484264
Southwark,2.448419719921022,House=Price Growth %,↓,-10.12120858492298,%=CQC RequiresImprovement,↓,-1.4102479057817634,Percent=65plus,↓,-1.3636222402634144
Spelthorne,5.348311218287679,House=Price Growth %,↓,-5.13943330781067,%=CQC RequiresImprovement,↓,-2.555377152713123,%=CQC Good,↑,1.2932403189814552
St Albans,17.530145275503813,House=Price Growth %,↑,5.516495768717532,%=CQC RequiresImprovement,↓,-4.057210806142517,%=CQC Inadequate,↑,1.0249969541733115
St Helens,,House=Price Growth %,↑,6.391503227329864,%=CQC RequiresImprovement,↓,-5.266228586685839,%=CQC Good,↓,-1.0019769228520352
Stafford,14.722567677223036,%=CQC RequiresImprovement,↑,6.983453173691984,House=Price Growth %,↑,3.021621431092638,%=CQC Good,↑,1.101814434946513
Staffordshire Moorlands,15.82926008888264,%=CQC RequiresImprovement,↑,11.426395696821128,%=CQC Good,↑,5.682327312428331,House=Price Growth %,↑,3.392649436502761
Stevenage,9.235507737801075,%=CQC RequiresImprovement,↓,-3.8049284930542657,House=Price Growth %,↓,-2.062235674921323,%=CQC Good,↓,-1.1779300726009023
Stockport,13.33040840905094,%=CQC RequiresImprovement,↑,5.820910431847276,House=Price Growth %,↓,-1.2397320551383906,%=CQC Good,↑,0.3726712375049522
Stockton On Tees,,%=CQC RequiresImprovement,↓,-6.6138824663513125,House=Price Growth %,↓,-1.914522686951793,%=CQC Good,↓,-1.393070969541882
Stoke On Trent,,%=CQC RequiresImprovement,↑,4.317652596830496,House=Price Growth %,↓,-1.699424337674346,%=CQC Good,↓,-0.6035162564570077
Stratford On Avon,,%=CQC RequiresImprovement,↓,-3.1859736295225782,House=Price Growth %,↓,-2.313855632349999,Percent=65plus,↑,1.2565559054643798
Stroud,15.75221692333346,House=Price Growth %,↑,3.714582745133938,%=CQC Good,↓,-1.0290855263311132,Percent=65plus,↑,0.5234309033670375
Sunderland,3.1151601923079077,House=Price Growth %,↓,-10.118381620872904,%=CQC RequiresImprovement,↓,-8.602642014763516,%=CQC Good,↓,-1.9373522559030367
Surrey Heath,9.910614416346212,%=CQC RequiresImprovement,↓,-7.315322440891907,House=Price Growth %,↓,-2.2583920942905347,%=CQC Good,↓,-1.8212727729156208
Sutton,11.927976591924637,%=CQC RequiresImprovement,↓,-8.339656368903277,%=CQC Good,↓,-1.902175234974284,House=Price Growth %,↓,-1.1226461959980694
Swale,9.163638424800446,%=CQC RequiresImprovement,↓,-4.763516746897644,House=Price Growth %,↓,-2.8265482176167884,%=CQC Good,↓,-0.888193129749364
Swindon,14.407861467549832,House=Price Growth %,↑,4.100604364525501,%=CQC RequiresImprovement,↓,-2.794080788174813,%=CQC Outstanding,↓,-0.4720627361582009
Tameside,16.62062260965436,%=CQC RequiresImprovement,↑,9.617467812791569,House=Price Growth %,↑,5.260953125932857,%=CQC Good,↑,2.940756133890757
Tamworth,14.966901289663406,House=Price Growth %,↑,4.392032470469632,%=CQC RequiresImprovement,↑,3.929133128854046,%=CQC Good,↓,-1.457044680704768
Tandridge,12.781995422592262,%=CQC RequiresImprovement,↓,-3.4185540418452467,%=CQC Inadequate,↑,1.616476869656459,Percent=65plus,↑,0.723222435910403
Teignbridge,15.347777806121648,%=CQC RequiresImprovement,↓,-7.974751009347348,House=Price Growth %,↑,2.9100856385916054,%=CQC Good,↓,-1.2659868063911022
Tendring,13.418496194584524,%=CQC RequiresImprovement,↓,-4.619839508163244,Percent=65plus,↑,1.2989183398105248,%=CQC Good,↓,-1.099810951337284
Test Valley,14.99061955449245,House=Price Growth %,↑,2.923745803849921,%=CQC RequiresImprovement,↑,2.7204801904761737,%=CQC Good,↓,-0.8093942052745859
Tewkesbury,12.746488842332068,%=CQC RequiresImprovement,↓,-1.3262453511041066,House=Price Growth %,↑,0.6265847831130965,Percent=65plus,↑,0.480554939826991
Thanet,14.33224459673168,%=CQC RequiresImprovement,↓,-1.6896595971904351,House=Price Growth %,↑,1.4749258300368282,Percent=65plus,↑,0.5586794132824697
Three Rivers,15.96070713062088,House=Price Growth %,↑,4.026998469097317,%=CQC RequiresImprovement,↑,0.6724318961507458,%=CQC Inadequate,↑,0.5365631786425547
Thurrock,7.8470780276271554,House=Price Growth %,↓,-4.8516136291191945,%=CQC RequiresImprovement,↑,4.035406563085357,Percent=65plus,↓,-1.0750817019298378
Tonbridge And Malling,,%=CQC RequiresImprovement,↓,-4.639913448667458,House=Price Growth %,↓,-1.1595049855938138,%=CQC Good,↓,-0.7109330034974279
Torbay,16.829768494030457,House=Price Growth %,↑,2.5029552049725,Percent=65plus,↑,0.7017570665413596,%=CQC Good,↓,-0.6319267946682586
Torridge,16.87323071366599,%=CQC RequiresImprovement,↓,-6.3273406205448905,House=Price Growth %,↑,3.669135346537917,%=CQC Good,↓,-1.3582252771934356
Tower Hamlets,-4.943316909590798,House=Price Growth %,↓,-10.77115830687221,%=CQC RequiresImprovement,↓,-7.546546835269022,%=CQC Good,↓,-1.9075917916948053
Trafford,10.681906684504746,%=CQC RequiresImprovement,↓,-4.748586320900399,House=Price Growth %,↓,-1.83197181068401,%=CQC Outstanding,↓,-0.3498747273912803
Tunbridge Wells,5.604414479851051,House=Price Growth %,↓,-5.902275343909647,%=CQC RequiresImprovement,↓,-3.4241021404085363,%=CQC Good,↓,-1.108734738583533
Uttlesford,13.415682679513653,%=CQC Good,↓,-0.9677917170139786,House=Price Growth %,↓,-0.4855943174387951,Percent=65plus,↑,0.2875477407142762
Vale Of White Horse,,%=CQC RequiresImprovement,↑,3.731914315725378,House=Price Growth %,↓,-2.659093918773128,%=CQC Good,↓,-0.7141398613242307
Wakefield,9.375732982736372,%=CQC RequiresImprovement,↑,4.466542473905017,House=Price Growth %,↓,-2.553204165830214,%=CQC Good,↓,-0.7127233641381568
Walsall,12.37852543072094,%=CQC RequiresImprovement,↑,4.018371135205036,House=Price Growth %,↓,-1.1764844828863643,%=CQC Good,↓,-0.614296798595587
Waltham Forest,10.73359448607498,%=CQC RequiresImprovement,↓,-7.027504130868814,House=Price Growth %,↓,-3.561350474810425,%=CQC Good,↓,-1.854694194674119
Wandsworth,13.206060252865033,%=CQC RequiresImprovement,↓,-8.602472618333323,%=CQC Good,↓,-1.8874334362409004,Percent=65plus,↓,-1.5117796463143895
Warrington,16.629908502810324,House=Price Growth %,↑,5.987525154838715,%=CQC RequiresImprovement,↓,-3.0118150820610423,%=CQC Good,↓,-0.3627009539081771
Warwick,9.354465024493964,%=CQC RequiresImprovement,↓,-4.3990929343410645,House=Price Growth %,↓,-2.2354976942845703,%=CQC Good,↓,-1.1244843366637136
Watford,11.6804658470497,%=CQC RequiresImprovement,↑,11.615736612657528,%=CQC Good,↑,4.613447497534703,House=Price Growth %,↑,4.500502287172734
Waverley,14.922356632093638,House=Price Growth %,↑,2.3751972101574577,%=CQC Good,↓,-0.404976846950452,%=CQC RequiresImprovement,↑,0.3760974702320226
Wealden,15.42308718801558,House=Price Growth %,↑,1.3046043477605411,%=CQC RequiresImprovement,↓,-1.248133821033916,Percent=65plus,↑,0.9397095339691656
Welwyn Hatfield,11.261717988758807,%=CQC RequiresImprovement,↑,4.26338912596904,House=Price Growth %,↓,-1.5791573847768594,%=CQC Good,↓,-1.2585185145152646
West Berkshire,14.363646552439622,%=CQC RequiresImprovement,↓,-6.215050472366623,House=Price Growth %,↑,3.210761789641428,%=CQC Good,↓,-1.17546563422742
West Devon,16.280739245090185,House=Price Growth %,↑,3.5843417496259096,%=CQC RequiresImprovement,↓,-3.5316557564915825,Percent=65plus,↑,0.9012100999909988
West Lancashire,18.221439463650555,House=Price Growth %,↑,5.080674548238312,%=CQC RequiresImprovement,↑,5.021789431503496,%=CQC Good,↑,2.1751063338334724
West Lindsey,13.731941873581956,%=CQC RequiresImprovement,↑,6.009151317134007,%=CQC Good,↑,1.350766802652378,House=Price Growth %,↓,-0.916493033809124
West Northamptonshire,-2.253952645435337,%=CQC RequiresImprovement,↑,6.813940944413656,House=Price Growth %,↓,-5.080447152074927,%=CQC Good,↑,2.1659632843239
West Oxfordshire,15.734538270156085,House=Price Growth %,↑,4.266766414846956,%=CQC RequiresImprovement,↓,-1.4840572816674196,%=CQC Good,↓,-0.5185132896527257
West Suffolk,2.7920794757627805,%=CQC RequiresImprovement,↑,9.000244069288467,House=Price Growth %,↓,-8.83317412472048,%=CQC Good,↑,2.4267486320636342
Wiltshire,13.345287712613407,%=CQC RequiresImprovement,↑,2.86342448350107,%=CQC Good,↓,-1.2517980987097073,House=Price Growth %,↓,-0.7075032799456175
Winchester,12.524148258024734,%=CQC RequiresImprovement,↑,3.860848012774469,House=Price Growth %,↓,-0.810971734933399,%=CQC Outstanding,↓,-0.5678311129204878
Windsor And Maidenhead,,%=CQC RequiresImprovement,↑,4.881511341596704,House=Price Growth %,↑,1.731842226362072,%=CQC Good,↑,1.328707750247221
Wirral,15.129268196370193,%=CQC RequiresImprovement,↑,8.018445283110836,House=Price Growth %,↑,2.0369707558700165,%=CQC Good,↑,1.6608599406877262
Woking,13.978945078218269,%=CQC RequiresImprovement,↓,-5.203427538494592,House=Price Growth %,↑,3.694921295266967,%=CQC Good,↓,-1.1128299611718266
Wokingham,11.874328375223286,%=CQC RequiresImprovement,↓,-3.2249719564810757,House=Price Growth %,↓,-1.2068776771131229,%=CQC Good,↑,0.4386984806821238
Wolverhampton,15.829159079899378,%=CQC RequiresImprovement,↑,8.80154723985571,House=Price Growth %,↑,4.99995454551035,%=CQC Good,↑,1.486227879936706
Worcester,6.866609878887526,House=Price Growth %,↓,-4.090066111495207,%=CQC RequiresImprovement,↓,-3.649793495108678,%=CQC Good,↓,-0.6427030056119029
Worthing,15.499434639642832,House=Price Growth %,↑,3.2624930691216,%=CQC Good,↓,-0.7153070739973503,%=CQC RequiresImprovement,↓,-0.4820425737144519
Wychavon,15.779212023396587,%=CQC RequiresImprovement,↓,-6.969296567243632,House=Price Growth %,↑,3.079701678270774,%=CQC Good,↓,-1.1796389157386695
Wyre,14.80690858637222,%=CQC RequiresImprovement,↓,-4.383990685538747,House=Price Growth %,↑,3.068268828844841,%=CQC Inadequate,↑,1.008608842049995
Wyre Forest,13.572840138116767,%=CQC RequiresImprovement,↑,4.3029342358942575,House=Price Growth %,↓,-0.9586331330375508,Percent=65plus,↑,0.919053347614592
York,19.74275527034544,House=Price Growth %,↑,6.552855942475334,%=CQC RequiresImprovement,↑,4.653613837112439,%=CQC Good,↓,-0.5912356988580011
