LAD_code,Local_Authority,Total_Population,Percent_65plus,Care_Homes_Count,Care_Homes_per_10k,%_CQC_Outstanding,%_CQC_Good,%_CQC_RequiresImprovement,%_CQC_Inadequate,%_CQC_NotRated,GDHI_per_head_2022,House_Price_Growth_%,Investment_Potential_Score,High_Investment_Potential
E07000245,West Suffolk,186063.0,20.8,39.0,2.096064236307057,15.38,51.28,33.33,0.0,0,21196,-25.62373508079073,1.518875865248376,0
E08000001,Bolton,302383.0,17.12,61.0,2.0173091741268525,6.56,70.49,22.95,0.0,0,17977,12.480361746696746,6.956236812793215,1
E08000002,Bury,195476.0,18.46,54.0,2.76248746649205,5.56,85.19,7.41,1.85,0,20278,18.542611266473315,5.205725936592135,0
E08000003,Manchester,579917.0,9.34,85.0,1.4657269919660918,3.53,71.76,21.18,3.53,0,17615,10.262459044662874,4.999223809960631,0
E08000004,Oldham,246130.0,15.92,43.0,1.747044244911226,0.0,81.4,18.6,0.0,0,16499,29.021882295747336,9.552377210673516,1
E08000005,Rochdale,229756.0,16.5,61.0,2.6549905116732537,1.64,63.93,34.43,0.0,0,16872,30.779065076451907,14.995814845863965,1
E08000006,Salford,284106.0,12.85,44.0,1.5487177321140702,0.0,79.55,20.45,0.0,0,19395,6.471814689507167,4.107011332193903,0
E08000007,Stockport,299545.0,20.21,70.0,2.336877597689829,1.43,70.0,28.57,0.0,0,23192,7.205442965043243,9.182692380914286,1
E08000008,Tameside,234666.0,17.71,43.0,1.832391569294231,2.33,55.81,37.21,4.65,0,17472,24.82248098598505,15.970278981890395,1
E08000009,Trafford,237480.0,17.72,57.0,2.4002021222839818,10.53,77.19,12.28,0.0,0,25802,-0.9151124665068396,1.5890522017158863,0
E08000010,Wigan,339174.0,19.31,53.0,1.5626197762800214,5.66,88.68,5.66,0.0,0,17798,2.218987252196241,-0.2986602205089355,0
E08000011,Knowsley,159243.0,17.31,30.0,1.883913264633296,3.33,83.33,13.33,0.0,0,17832,37.757990159774494,10.55788452963862,1
E08000012,Liverpool,503740.0,15.26,94.0,1.8660420057966407,1.06,61.7,30.85,6.38,0,17408,6.493555562902334,9.44649519159508,1
E08000013,St. Helens,185982.0,20.65,42.0,2.258283059650934,2.38,85.71,9.52,2.38,0,18157,25.610391257285976,8.079390273269134,1
E08000014,Sefton,282745.0,23.63,121.0,4.279474438097933,2.48,78.51,19.01,0.0,0,20208,4.757526423672911,6.349002771632917,1
E08000015,Wirral,324852.0,22.42,120.0,3.693989878467733,0.0,62.5,31.67,5.83,0,20043,12.186234068922143,13.462106999000696,1
E08000016,Barnsley,248449.0,19.96,86.0,3.461474990843191,3.49,73.26,18.6,4.65,0,18427,14.95594979483466,8.812758697335143,1
E08000017,Doncaster,314176.0,19.62,93.0,2.9601242615603995,2.17,76.09,18.48,3.26,0,18280,12.89576340379207,7.728459490182077,1
E08000018,Rotherham,271195.0,19.75,102.0,3.7611312892936817,6.93,73.27,19.8,0.0,0,17739,22.647939395314022,9.41800454222256,1
E08000019,Sheffield,573252.0,16.85,133.0,2.320096571839261,0.75,83.46,13.53,2.26,0,17955,27.60677324267917,8.854957796445683,1
E08000021,Newcastle upon Tyne,311976.0,14.93,79.0,2.532246070210529,7.69,73.08,19.23,0.0,0,18136,-7.706612137348008,0.2905838761945771,0
E08000022,North Tyneside,211769.0,21.09,45.0,2.12495691059598,2.22,77.78,15.56,4.44,0,19171,8.24645866123507,6.417508201898165,1
E08000023,South Tyneside,149270.0,21.33,37.0,2.478729818449789,2.7,86.49,10.81,0.0,0,17654,-31.38321009134406,-6.385393050068547,0
E08000024,Sunderland,281058.0,20.85,92.0,3.2733457151192997,6.52,90.22,1.09,2.17,0,17458,-24.28702983571984,-7.097555601662067,0
E08000025,Birmingham,1166049.0,13.1,267.0,2.289783705487505,0.75,71.16,27.34,0.75,0,16950,5.6322229168527285,5.958523285036307,1
E08000026,Coventry,360702.0,14.11,81.0,2.245621038974001,1.25,56.25,42.5,0.0,0,17772,-3.9784677536910937,8.223026217423326,1
E08000027,Dudley,326680.0,20.45,85.0,2.6019346149136773,0.0,64.71,35.29,0.0,0,17644,17.69058225412765,13.159035755768963,1
E08000028,Sandwell,347551.0,14.65,88.0,2.5320024974751907,0.0,71.59,28.41,0.0,0,15305,17.64833755421019,9.273134763173829,1
E08000029,Solihull,218793.0,21.27,62.0,2.833728684190079,1.61,88.71,9.68,0.0,0,24228,-0.3862271909197199,2.103702504898582,0
E08000030,Walsall,288736.0,17.45,64.0,2.216557685913776,3.12,71.88,25.0,0.0,0,16853,11.098712978460629,7.341611897502222,1
E08000031,Wolverhampton,272425.0,16.41,73.0,2.679636597228595,1.37,63.01,35.62,0.0,0,16987,23.242772534845532,13.480688623295674,1
E08000032,Bradford,560194.0,15.42,120.0,2.1421150529994963,3.33,66.67,25.83,4.17,0,16274,11.048425730564984,8.21302369059117,1
E08000033,Calderdale,208735.0,19.5,49.0,2.3474740699930536,2.08,83.33,14.58,0.0,0,19489,12.330644407761548,5.504132212439343,0
E08000034,Kirklees,442033.0,18.05,128.0,2.8957114061619835,2.34,74.22,20.31,3.12,0,18272,0.4587136920848018,4.715335133945497,0
E07000081,Gloucester,134991.0,17.02,50.0,3.703950633745953,12.0,76.0,12.0,0.0,0,18485,18.096713529455624,5.107520977425798,0
E07000082,Stroud,124540.0,23.64,43.0,3.4527059579251644,0.0,81.4,18.6,0.0,0,25260,12.027389744444864,8.803753329799989,1
E07000083,Tewkesbury,98896.0,22.39,18.0,1.820093835948876,5.56,77.78,16.67,0.0,0,22620,5.018296141106885,5.240088110669053,0
E07000084,Basingstoke and Deane,190198.0,17.72,54.0,2.8391465735707,7.41,83.33,9.26,0.0,0,25531,10.715810991731969,3.771974733968597,0
E07000085,East Hampshire,128440.0,24.14,57.0,4.437869822485207,5.36,78.57,16.07,0.0,0,28944,5.3551162711844125,6.934059541168884,1
E07000086,Eastleigh,140950.0,19.91,50.0,3.54735721887194,2.0,76.0,22.0,0.0,0,22117,4.440385282639054,6.437249903490555,1
E07000087,Fareham,114155.0,25.56,63.0,5.518812141386712,3.17,74.6,22.22,0.0,0,24075,14.390100208927706,10.935096873439935,1
E07000088,Gosport,82385.0,22.26,29.0,3.5200582630333197,0.0,82.76,17.24,0.0,0,20007,6.1684060311909485,5.808160247252735,1
E07000089,Hart,101542.0,20.48,16.0,1.575702664907132,12.5,68.75,18.75,0.0,0,30226,-1.2710364154098803,4.5724962958836,0
E07000090,Havant,125682.0,24.86,58.0,4.614821533712068,0.0,68.97,31.03,0.0,0,22106,8.839340110618677,11.74195825771148,1
E07000091,New Forest,175398.0,30.3,98.0,5.587292899576962,6.12,79.59,13.27,1.02,0,26570,6.418617704521658,7.984248361066959,1
E07000092,Rushmoor,102908.0,15.25,19.0,1.846309324833832,10.53,78.95,10.53,0.0,0,20955,7.904568881977457,1.8403386192194373,0
E07000093,Test Valley,134461.0,21.71,30.0,2.231130216196518,6.67,73.33,20.0,0.0,0,26074,10.8760651816415,8.058785827839852,1
E07000094,Winchester,132440.0,21.11,33.0,2.491694352159468,12.12,66.67,21.21,0.0,0,29584,0.9144941934157788,6.074477701177865,1
E07000095,Broxbourne,100042.0,17.52,15.0,1.4993702644889146,13.33,66.67,20.0,0.0,0,24071,2.1907581567386614,4.096745078858001,0
E07000096,Dacorum,157827.0,17.82,26.0,1.6473733898509129,3.85,69.23,26.92,0.0,0,27834,3.001200933555896,7.51100624186661,1
E07000098,Hertsmere,108993.0,18.33,26.0,2.385474296514455,7.69,73.08,19.23,0.0,0,33768,-1.008667545175885,5.137854258183197,0
E07000099,North Hertfordshire,135596.0,19.76,35.0,2.581197085459748,0.0,74.29,22.86,2.86,0,26787,3.778616935625022,8.004883796725217,1
E07000102,Three Rivers,94693.0,18.37,21.0,2.2176929656891216,4.76,71.43,19.05,4.76,0,32449,13.199690435402934,9.9974265537041,1
E07000103,Watford,104195.0,12.84,22.0,2.1114256922117183,4.55,50.0,45.45,0.0,0,23518,10.41621949016566,13.065968726373171,1
E07000105,Ashford,138283.0,19.62,46.0,3.326511574090813,2.17,91.3,6.52,0.0,0,23708,-10.342361748711069,-1.776913701064144,0
E07000106,Canterbury,159939.0,22.17,73.0,4.564240116544433,1.37,72.6,20.55,5.48,0,21999,2.6493963769935798,7.92983511173006,1
E07000107,Dartford,120699.0,13.56,26.0,2.154118923934747,0.0,46.15,46.15,7.69,0,22763,-13.981099963158265,9.785292847800646,1
E07000108,Dover,118591.0,24.53,61.0,5.143729288057273,6.56,72.13,21.31,0.0,0,21980,10.889507568041234,8.9884362852189,1
E07000109,Gravesham,107737.0,17.21,17.0,1.5779165931852568,0.0,47.06,41.18,11.76,0,22535,24.11553388253286,19.830320959611,1
E07000110,Maidstone,184187.0,18.94,56.0,3.040388301020159,1.79,78.57,5.36,14.29,0,23766,-18.43222174101343,-0.0475971901003333,0
E07000111,Sevenoaks,121262.0,22.15,31.0,2.5564480216390955,12.9,70.97,16.13,0.0,0,33984,2.784023465555892,5.908573069634836,1
E07000112,Folkestone and Hythe,110995.0,25.53,84.0,7.567908464345241,0.0,84.34,15.66,0.0,0,22951,-10.291127074059084,3.085554501137014,0
E07000113,Swale,155893.0,19.15,48.0,3.0790349791202942,6.25,83.33,10.42,0.0,0,21612,-3.0125385839985106,0.5515206008684164,0
E07000114,Thanet,140439.0,23.99,60.0,4.272317518637985,5.0,78.33,16.67,0.0,0,21235,9.627481989105606,6.981468125072099,1
E07000115,Tonbridge and Malling,135206.0,19.31,17.0,1.2573406505628448,5.88,82.35,11.76,0.0,0,26584,0.3918413341386427,2.3366614311190874,0
E07000116,Tunbridge Wells,117020.0,20.03,32.0,2.73457528627585,0.0,83.87,16.13,0.0,0,30906,-21.9526184004965,-0.5955683071827496,0
E07000117,Burnley,96435.0,18.09,36.0,3.7330844610359306,0.0,75.0,19.44,5.56,0,15732,-11.093397937600812,2.168913184755186,0
E07000118,Chorley,119352.0,21.01,34.0,2.848716401903613,2.94,73.53,20.59,2.94,0,21244,14.753423152961853,9.466763248526004,1
E07000119,Fylde,83846.0,28.79,41.0,4.889917229205926,2.44,75.61,21.95,0.0,0,24259,-0.067103079812549,8.01606181442775,1
E07000120,Hyndburn,84261.0,18.26,41.0,4.865833541021351,4.88,65.85,24.39,4.88,0,15780,19.482848520279987,11.069587161223202,1
E07000121,Lancaster,145559.0,20.52,50.0,3.4350332167712065,4.0,76.0,18.0,2.0,0,18434,14.601273114248336,7.860673261077767,1
E07000122,Pendle,97039.0,18.5,23.0,2.370181061222808,0.0,78.26,21.74,0.0,0,16896,14.297240057820956,7.611237173638658,1
E07000123,Preston,156411.0,14.58,43.0,2.749167258057298,2.33,76.74,20.93,0.0,0,17243,8.126480024916328,4.837945094937677,0
E07000124,Ribble Valley,64469.0,24.98,14.0,2.1715863438241634,0.0,85.71,14.29,0.0,0,27425,13.704531839901923,8.397620911549105,1
E07000125,Rossendale,71541.0,19.49,31.0,4.333179575348401,3.23,74.19,22.58,0.0,0,19396,29.623073838574783,12.450145395945952,1
E07000126,South Ribble,113552.0,22.04,39.0,3.43454980977878,2.56,89.74,7.69,0.0,0,20187,3.838851236655811,2.1929452806307683,0
E07000127,West Lancashire,120703.0,22.42,31.0,2.568287449359171,6.45,61.29,22.58,9.68,0,21486,23.994131545501844,14.567176003779338,1
E07000128,Wyre,116994.0,28.24,43.0,3.675402157375592,4.65,79.07,11.63,4.65,0,20813,7.241028621240737,7.195017478916525,1
E07000129,Blaby,105278.0,20.66,21.0,1.9947187446570036,4.76,85.71,9.52,0.0,0,19762,-1.1039082145176953,0.771530758069126,0
E07000130,Charnwood,188010.0,19.11,58.0,3.084942290303707,0.0,75.86,20.69,3.45,0,20143,27.37847654476486,12.34831047973677,1
E07000131,Harborough,102581.0,22.29,18.0,1.7547109113773507,0.0,76.47,23.53,0.0,0,26213,-27.730252684315317,-0.1059065343722256,0
E07000132,Hinckley and Bosworth,114970.0,22.72,26.0,2.2614595111768288,0.0,84.62,15.38,0.0,0,20823,-10.617032626757496,1.1024107699871497,0
E07000133,Melton,53237.0,24.14,11.0,2.066232131788042,0.0,54.55,27.27,18.18,0,22755,-23.9460815762086,7.406664425716057,1
E07000134,North West Leicestershire,110316.0,19.99,20.0,1.812973639363284,0.0,60.0,40.0,0.0,0,20754,12.584986274900205,13.52879261462954,1
E07000135,Oadby and Wigston,59623.0,20.82,24.0,4.025292252989618,4.17,83.33,12.5,0.0,0,19996,7.100782977377215,4.124889582292746,0
E07000136,Boston,71367.0,20.81,18.0,2.5221741140863427,0.0,77.78,16.67,5.56,0,18332,14.609396795527523,8.650975315994831,1
E08000035,Leeds,829413.0,15.66,151.0,1.8205646644072373,2.65,72.19,24.5,0.66,0,19965,8.119996415342335,6.628333803496669,1
E08000036,Wakefield,361786.0,19.07,96.0,2.653502346691138,2.08,71.88,23.96,2.08,0,18860,-2.1598916220061857,5.162552446502124,0
E08000037,Gateshead,199139.0,20.43,57.0,2.862322297490697,7.02,75.44,14.04,3.51,0,17600,-5.899643736302544,1.6149374105479677,0
E09000002,Barking and Dagenham,222308.0,8.85,22.0,0.9896180074491246,0.0,86.36,13.64,0.0,0,19246,-18.06459564503208,-5.176306210140652,0
E09000003,Barnet,395007.0,14.96,84.0,2.1265445928806326,1.19,77.38,20.24,1.19,0,33730,11.591086895005798,8.385753412683544,1
E09000004,Bexley,250853.0,16.64,32.0,1.2756474907615216,3.12,71.88,18.75,6.25,0,24374,-0.0689663152778902,5.334205544794755,0
E09000005,Brent,344521.0,12.08,60.0,1.741548410691946,0.0,86.67,13.33,0.0,0,27434,-19.037722468774305,-3.364098355589785,0
E09000006,Bromley,331162.0,17.9,49.0,1.4796383643050832,2.04,85.71,10.2,2.04,0,30888,6.148578014354686,4.438290258234434,0
E09000007,Camden,220903.0,11.67,10.0,0.4526873786231966,0.0,60.0,40.0,0.0,0,58440,-22.291055607207134,8.178639204991695,1
E09000008,Croydon,397741.0,13.91,129.0,3.2433166306717185,2.33,88.37,9.3,0.0,0,25169,2.583912073774065,1.0588255130442716,0
E09000009,Ealing,375340.0,12.61,52.0,1.3854105610912772,0.0,75.0,25.0,0.0,0,27679,-7.287253342645361,3.1903482485023518,0
E09000010,Enfield,327429.0,14.32,81.0,2.473818751546137,2.47,77.78,19.75,0.0,0,25516,2.0066450205542075,4.081634067870472,0
E09000011,Greenwich,294113.0,10.72,43.0,1.4620230999649793,0.0,83.72,16.28,0.0,0,26020,-10.942576828511427,-1.0493407421331105,0
E09000012,Hackney,263282.0,8.31,13.0,0.4937671394170509,0.0,84.62,15.38,0.0,0,31388,-10.109891674646596,-1.0537078477490924,0
E09000013,Hammersmith and Fulham,186176.0,10.76,12.0,0.6445513922310072,8.33,91.67,0.0,0.0,0,44541,1.0248021946694208,-0.6924667424979951,0
E09000014,Haringey,262895.0,11.08,24.0,0.912911999087088,0.0,91.67,8.33,0.0,0,33461,-3.125893073050628,-0.3563864683995952,0
E09000015,Harrow,263448.0,15.82,58.0,2.2015729859402997,5.17,93.1,1.72,0.0,0,28501,12.052202693617618,1.831936621295449,0
